场景路径,Section名称,轨道序号,轨道名称,轨道类型,剪辑数量
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,11,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,7,logic,8,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,2,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,6,lookAt,6,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,2,guard_street_01,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,2,guard_street_01,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,6,lookAt,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,2,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,2,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,2,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_revealed,1,dialog lines,1,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_how,1,dialog lines,1,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_lie,1,dialog lines,1,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_talk_jackie,1,dialog lines,1,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,1,dialog lines,1,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,3,idle,3,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,5,facial,5,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,6,lookAt,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,8,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,12,lookAt,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,1,dialog lines,1,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,6,lookAt,6,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,1,dialog lines,1,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,3,idle,3,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,4,animation,4,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,5,facial,5,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,6,lookAt,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,8,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,12,lookAt,6,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,1,dialog lines,1,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,8,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,10,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_corporation,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,2,johnny,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,8,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,9,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,11,facial,5,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,13,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,1,dialog lines,1,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,5,facial,5,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,6,lookAt,6,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,1,dialog lines,1,6
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,3,idle,3,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,4,animation,4,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,5,facial,5,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,1,dialog lines,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,2,waitress,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,6,lookAt,6,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,8,bartender,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,10,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,12,lookAt,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,1,dialog lines,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,2,guard_02,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,3,idle,3,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,6,lookAt,6,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_to_hanako,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,1,dialog lines,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,2,guard_02,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_cheeky_move,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,1,dialog lines,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,2,guard_01,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,7,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_block_door_anim,8,VFX,15,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_15,1,dialog lines,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_15,2,guard_01,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_15,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_15,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_15,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_15,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_15,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,1,dialog lines,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,2,guard_01,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,7,logic,8,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,8,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_eye_glow,13,logic,8,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stop_anim,1,dialog lines,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stop_anim,2,guard_02,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stop_anim,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stop_anim,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stop_anim,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stop_anim,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_stop_anim,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,1,dialog lines,1,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,2,SFX,14,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,3,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,4,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,5,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,6,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,7,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_AV_sfx,8,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,1,dialog lines,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,8,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,1,dialog lines,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,2,hanako,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,3,idle,3,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,4,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,6,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,7,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,8,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,9,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,10,animation,4,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,11,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,12,lookAt,6,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_sitting_idle,13,logic,8,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_cough,1,dialog lines,1,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_cough,2,Player,2,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_cough,3,idle,3,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_cough,4,animation,4,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_cough,5,facial,5,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_player_cough,6,lookAt,6,0
