场景路径,章节名称,轨道名称,轨道类型,Clip,Clip数量
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_ending_scenespot,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_ending_scenespot,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_ending_scenespot,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_ending_scenespot,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,guard_01,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_01_ending_scenespot,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,guard_02,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,guard_01,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,facial,5,toolsChangeIdleAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guard_02_backtopose,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,animation,4,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_pose,logic,8,scnbeventsSocketDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,johnny,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_by_the_stairs,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,idle,3,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_getting_up,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_by_the_window,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,guard_street_01,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_guards_scenespots,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,guard_street_01,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_11,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_12,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,Player,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl2_play,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,Player,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_play,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,Player,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_johnny_sickness_lvl1_break,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_revealed,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_revealed,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_how,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_how,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_how,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_jackie_how,dialog lines,1,toolsDialogLineEventDescriptor,4
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_lie,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_lie,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_lie,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_talk_jackie,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_talk_jackie,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_talk_jackie,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,dialog lines,1,toolsDialogLineEventDescriptor,5
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,facial,5,toolsChangeIdleAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,facial,5,toolsChangeIdleAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,johnny,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_NEW_about_yorinobu,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_time,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,lookAt,6,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_shock,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,dialog lines,1,toolsDialogLineEventDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,animation,4,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,lookAt,6,toolsLookAtDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,johnny,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,lookAt,6,toolsLookAtDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,lookAt,6,toolsLookAtDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,lookAt,6,toolsLookAtDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_conclusion,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_power,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,johnny,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_corporation,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_dont_know,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,johnny,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,idle,3,scnbeventsChangeWorkEvent,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,facial,5,toolsPlaySkAnimDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_family_answer,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_ym mo,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,dialog lines,1,toolsDialogLineEventDescriptor,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,animation,4,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,facial,5,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,lookAt,6,toolsLookAtDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_cut_to_the_chase,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,dialog lines,1,toolsDialogLineEventDescriptor,6
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,dialog lines,1,toolsDialogLineEventDescriptor,6
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,dialog lines,1,toolsDialogLineEventDescriptor,6
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,dialog lines,1,toolsDialogLineEventDescriptor,6
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,dialog lines,1,toolsDialogLineEventDescriptor,6
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,dialog lines,1,toolsDialogLineEventDescriptor,6
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,idle,3,scnbeventsChangeWorkEvent,2
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,animation,4,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,animation,4,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,animation,4,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,facial,5,toolsPlaySkAnimDescriptor,3
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_common_section,logic,8,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,dialog lines,1,toolsDialogLineEventDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,hanako,2,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,idle,3,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,animation,4,toolsPlaySkAnimDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,facial,5,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,lookAt,6,,0
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_soulkiller_do_you_have,logic,8,scnbeventsSocketDescriptor,1
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_waitress_bow,dialog lines,1,,0
