场景路径,段落名称,轨道名称,轨道类型,剪辑序号,剪辑类型
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_is_not_good,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,dialog lines,1,5,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,idle,3,2,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,idle,3,3,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,facial,5,2,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,facial,5,3,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,lookAt,6,3,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,1,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,2,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,3,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,4,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,5,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,6,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,7,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,VFX,15,2,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_go_one,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_mikoshi_how_is_that,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_my_brother,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_greet,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,dialog lines,1,5,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,idle,3,2,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,animation,4,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,facial,5,3,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,lookAt,6,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,lookAt,6,2,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_nervous,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,animation,4,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_what_hanako,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,animation,4,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_business_of_arasakas,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,animation,4,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_rather_not_offert,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_kill_brother,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,lookAt,6,2,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,logic,8,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_good_offert,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,5,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,6,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,7,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,8,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,dialog lines,1,9,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,idle,3,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,animation,4,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,animation,4,3,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,animation,4,4,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,animation,4,5,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,animation,4,6,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,facial,5,3,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,facial,5,4,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,3,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,4,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,logic,8,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,animation,4,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,animation,4,3,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,3,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,4,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,5,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,6,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,logic,8,2,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,logic,8,3,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,idle,3,1,scnbeventsStopWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,3,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,4,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_conclusion,lookAt,6,1,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_inside_fluff,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_inside_fluff,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_inside_fluff,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_inside_fluff,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_inside_fluff,dialog lines,1,5,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_inside_fluff,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_inside_fluff,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_inside_fluff,facial (1),5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_inside_fluff,facial (1),5,2,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_inside_fluff,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_inside_fluff,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,dialog lines,1,5,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,dialog lines,1,6,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,animation,4,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,facial,5,3,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,facial,5,4,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,facial (1),5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,facial (1),5,2,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,facial (1),5,3,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,lookAt,6,3,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,lookAt,6,4,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,logic,8,1,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,logic,8,2,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,idle,3,1,scnbeventsChangeWorkEvent
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,VFX,15,1,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,VFX,15,2,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_hanako_power_fluff,VFX,15,3,scnbeventsVFXEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_out,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_out,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_out,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_out,idle,3,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_getting_out,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_let_me_hear,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_let_me_hear,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_let_me_hear,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_let_me_hear,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_let_me_hear,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_let_me_hear,lookAt,6,1,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_let_me_hear,lookAt,6,2,toolsLookAtDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_let_me_hear,logic,8,1,scnbeventsSocketDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_doesnt_get_it,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_doesnt_get_it,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_doesnt_get_it,animation,4,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_v_doesnt_get_it,facial,5,1,toolsChangeIdleAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_as_hanako_wish,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,dialog lines,1,1,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,dialog lines,1,2,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,dialog lines,1,3,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,dialog lines,1,4,toolsDialogLineEventDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,idle,3,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,animation,4,1,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,animation,4,2,scnbeventsAttachPropDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,animation,4,3,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,facial,5,1,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,facial,5,2,toolsPlaySkAnimDescriptor
base\quest\testgym\q115_00b_hanako.scenesolution,q115_00b_blue_about_hanako,lookAt,6,1,toolsLookAtDescriptor
